titles,summaries,terms,word_count,unique_word_count
Reading Between the Pixels: Photographic Steganography for Camera Display Messaging,"We exploit human color metamers to send light-modulated messages less visible
to the human eye, but recoverable by cameras. These messages are a key
component to camera-display messaging, such as handheld smartphones capturing
information from electronic signage. Each color pixel in the display image is
modified by a particular color gradient vector. The challenge is to find the
color gradient that maximizes camera response, while minimizing human response.
The mismatch in human spectral and camera sensitivity curves creates an
opportunity for hidden messaging. Our approach does not require knowledge of
these sensitivity curves, instead we employ a data-driven method. We learn an
ellipsoidal partitioning of the six-dimensional space of colors and color
gradients. This partitioning creates metamer sets defined by the base color at
the display pixel and the color gradient direction for message encoding. We
sample from the resulting metamer sets to find color steps for each base color
to embed a binary message into an arbitrary image with reduced visible
artifacts. Unlike previous methods that rely on visually obtrusive intensity
modulation, we embed with color so that the message is more hidden. Ordinary
displays and cameras are used without the need for expensive LEDs or high speed
devices. The primary contribution of this work is a framework to map the pixels
in an arbitrary image to a metamer pair for steganographic photo messaging.","['cs.CV', 'cs.GR', 'cs.MM', 'cs.NI', 'I.4.8']",229,136
Neural Additive Vector Autoregression Models for Causal Discovery in Time Series Data,"Causal structure discovery in complex dynamical systems is an important
challenge for many scientific domains. Although data from (interventional)
experiments is usually limited, large amounts of observational time series data
sets are usually available. Current methods that learn causal structure from
time series often assume linear relationships. Hence, they may fail in
realistic settings that contain nonlinear relations between the variables. We
propose Neural Additive Vector Autoregression (NAVAR) models, a neural approach
to causal structure learning that can discover nonlinear relationships. We
train deep neural networks that extract the (additive) Granger causal
influences from the time evolution in multi-variate time series. The method
achieves state-of-the-art results on various benchmark data sets for causal
discovery, while providing clear interpretations of the mapped causal
relations.",['cs.LG'],127,91
Deep Learning for Automatic Quality Grading of Mangoes: Methods and Insights,"The quality grading of mangoes is a crucial task for mango growers as it
vastly affects their profit. However, until today, this process still relies on
laborious efforts of humans, who are prone to fatigue and errors. To remedy
this, the paper approaches the grading task with various convolutional neural
networks (CNN), a tried-and-tested deep learning technology in computer vision.
The models involved include Mask R-CNN (for background removal), the numerous
past winners of the ImageNet challenge, namely AlexNet, VGGs, and ResNets; and,
a family of self-defined convolutional autoencoder-classifiers (ConvAE-Clfs)
inspired by the claimed benefit of multi-task learning in classification tasks.
Transfer learning is also adopted in this work via utilizing the ImageNet
pretrained weights. Besides elaborating on the preprocessing techniques,
training details, and the resulting performance, we go one step further to
provide explainable insights into the model's working with the help of saliency
maps and principal component analysis (PCA). These insights provide a succinct,
meaningful glimpse into the intricate deep learning black box, fostering trust,
and can also be presented to humans in real-world use cases for reviewing the
grading results.",['cs.CV'],192,138
Towards Better Forecasting by Fusing Near and Distant Future Visions,"Multivariate time series forecasting is an important yet challenging problem
in machine learning. Most existing approaches only forecast the series value of
one future moment, ignoring the interactions between predictions of future
moments with different temporal distance. Such a deficiency probably prevents
the model from getting enough information about the future, thus limiting the
forecasting accuracy. To address this problem, we propose Multi-Level Construal
Neural Network (MLCNN), a novel multi-task deep learning framework. Inspired by
the Construal Level Theory of psychology, this model aims to improve the
predictive performance by fusing forecasting information (i.e., future visions)
of different future time. We first use the Convolution Neural Network to
extract multi-level abstract representations of the raw data for near and
distant future predictions. We then model the interplay between multiple
predictive tasks and fuse their future visions through a modified
Encoder-Decoder architecture. Finally, we combine traditional Autoregression
model with the neural network to solve the scale insensitive problem.
Experiments on three real-world datasets show that our method achieves
statistically significant improvements compared to the most state-of-the-art
baseline methods, with average 4.59% reduction on RMSE metric and average 6.87%
reduction on MAE metric.","['cs.LG', 'stat.ML']",202,139
PVT: Point-Voxel Transformer for 3D Deep Learning,"In this paper, we present an efficient and high-performance neural
architecture, termed Point-Voxel Transformer (PVT)for 3D deep learning, which
deeply integrates both 3D voxel-based and point-based self-attention
computation to learn more discriminative features from 3D data. Specifically,
we conduct multi-head self-attention (MSA) computation in voxels to obtain the
efficient learning pattern and the coarse-grained local features while
performing self-attention in points to provide finer-grained information about
the global context. In addition, to reduce the cost of MSA computation with
high efficiency, we design a cyclic shifted boxing scheme by limiting the MSA
computation to non-overlapping local box and also preserving cross-box
connection. Evaluated on classification benchmark, our method not only achieves
state-of-the-art accuracy of 94.0% (no voting) but outperforms previous
Transformer-based models with 7x measured speedup on average. On part and
semantic segmentation, our model also obtains strong performance(86.5% and
68.2% mIoU, respectively). For 3D object detection task, we replace the
primitives in Frustrum PointNet with PVT block and achieve an improvement of
8.6% AP.","['cs.CV', 'cs.AI', 'cs.GR']",187,132
Learning Parallel Dense Correspondence from Spatio-Temporal Descriptors for Efficient and Robust 4D Reconstruction,"This paper focuses on the task of 4D shape reconstruction from a sequence of
point clouds. Despite the recent success achieved by extending deep implicit
representations into 4D space, it is still a great challenge in two respects,
i.e. how to design a flexible framework for learning robust spatio-temporal
shape representations from 4D point clouds, and develop an efficient mechanism
for capturing shape dynamics. In this work, we present a novel pipeline to
learn a temporal evolution of the 3D human shape through spatially continuous
transformation functions among cross-frame occupancy fields. The key idea is to
parallelly establish the dense correspondence between predicted occupancy
fields at different time steps via explicitly learning continuous displacement
vector fields from robust spatio-temporal shape representations. Extensive
comparisons against previous state-of-the-arts show the superior accuracy of
our approach for 4D human reconstruction in the problems of 4D shape
auto-encoding and completion, and a much faster network inference with about 8
times speedup demonstrates the significant efficiency of our approach. The
trained models and implementation code are available at
https://github.com/tangjiapeng/LPDC-Net.",['cs.CV'],187,130
Optimal Combination Forecasts on Retail Multi-Dimensional Sales Data,"Time series data in the retail world are particularly rich in terms of
dimensionality, and these dimensions can be aggregated in groups or
hierarchies. Valuable information is nested in these complex structures, which
helps to predict the aggregated time series data. From a portfolio of brands
under HUUB's monitoring, we selected two to explore their sales behaviour,
leveraging the grouping properties of their product structure. Using
statistical models, namely SARIMA, to forecast each level of the hierarchy, an
optimal combination approach was used to generate more consistent forecasts in
the higher levels. Our results show that the proposed methods can indeed
capture nested information in the more granular series, helping to improve the
forecast accuracy of the aggregated series. The Weighted Least Squares (WLS)
method surpasses all other methods proposed in the study, including the Minimum
Trace (MinT) reconciliation.","['stat.ML', 'cs.LG', 'stat.AP', 'stat.ME']",140,101
Measuring Compositionality in Representation Learning,"Many machine learning algorithms represent input data with vector embeddings
or discrete codes. When inputs exhibit compositional structure (e.g. objects
built from parts or procedures from subroutines), it is natural to ask whether
this compositional structure is reflected in the the inputs' learned
representations. While the assessment of compositionality in languages has
received significant attention in linguistics and adjacent fields, the machine
learning literature lacks general-purpose tools for producing graded
measurements of compositional structure in more general (e.g. vector-valued)
representation spaces. We describe a procedure for evaluating compositionality
by measuring how well the true representation-producing model can be
approximated by a model that explicitly composes a collection of inferred
representational primitives. We use the procedure to provide formal and
empirical characterizations of compositional structure in a variety of
settings, exploring the relationship between compositionality and learning
dynamics, human judgments, representational similarity, and generalization.","['cs.LG', 'cs.CL', 'stat.ML']",148,100
"""Train one, Classify one, Teach one"" -- Cross-surgery transfer learning for surgical step recognition","Prior work demonstrated the ability of machine learning to automatically
recognize surgical workflow steps from videos. However, these studies focused
on only a single type of procedure. In this work, we analyze, for the first
time, surgical step recognition on four different laparoscopic surgeries:
Cholecystectomy, Right Hemicolectomy, Sleeve Gastrectomy, and Appendectomy.
Inspired by the traditional apprenticeship model, in which surgical training is
based on the Halstedian method, we paraphrase the ""see one, do one, teach one""
approach for the surgical intelligence domain as ""train one, classify one,
teach one"". In machine learning, this approach is often referred to as transfer
learning. To analyze the impact of transfer learning across different
laparoscopic procedures, we explore various time-series architectures and
examine their performance on each target domain. We introduce a new
architecture, the Time-Series Adaptation Network (TSAN), an architecture
optimized for transfer learning of surgical step recognition, and we show how
TSAN can be pre-trained using self-supervised learning on a Sequence Sorting
task. Such pre-training enables TSAN to learn workflow steps of a new
laparoscopic procedure type from only a small number of labeled samples from
the target procedure. Our proposed architecture leads to better performance
compared to other possible architectures, reaching over 90% accuracy when
transferring from laparoscopic Cholecystectomy to the other three procedure
types.","['cs.CV', 'cs.AI']",219,130
Hybrid Quantum-Classical Graph Convolutional Network,"The high energy physics (HEP) community has a long history of dealing with
large-scale datasets. To manage such voluminous data, classical machine
learning and deep learning techniques have been employed to accelerate physics
discovery. Recent advances in quantum machine learning (QML) have indicated the
potential of applying these techniques in HEP. However, there are only limited
results in QML applications currently available. In particular, the challenge
of processing sparse data, common in HEP datasets, has not been extensively
studied in QML models. This research provides a hybrid quantum-classical graph
convolutional network (QGCNN) for learning HEP data. The proposed framework
demonstrates an advantage over classical multilayer perceptron and
convolutional neural networks in the aspect of number of parameters. Moreover,
in terms of testing accuracy, the QGCNN shows comparable performance to a
quantum convolutional neural network on the same HEP dataset while requiring
less than $50\%$ of the parameters. Based on numerical simulation results,
studying the application of graph convolutional operations and other QML models
may prove promising in advancing HEP research and other scientific fields.","['cs.LG', 'cs.CV', 'hep-ex', 'physics.data-an', 'quant-ph']",176,112
Image-to-Image Translation with Conditional Adversarial Networks,"We investigate conditional adversarial networks as a general-purpose solution
to image-to-image translation problems. These networks not only learn the
mapping from input image to output image, but also learn a loss function to
train this mapping. This makes it possible to apply the same generic approach
to problems that traditionally would require very different loss formulations.
We demonstrate that this approach is effective at synthesizing photos from
label maps, reconstructing objects from edge maps, and colorizing images, among
other tasks. Indeed, since the release of the pix2pix software associated with
this paper, a large number of internet users (many of them artists) have posted
their own experiments with our system, further demonstrating its wide
applicability and ease of adoption without the need for parameter tweaking. As
a community, we no longer hand-engineer our mapping functions, and this work
suggests we can achieve reasonable results without hand-engineering our loss
functions either.",['cs.CV'],155,112
Learning Non-Parametric Invariances from Data with Permanent Random Connectomes,"One of the fundamental problems in supervised classification and in machine
learning in general, is the modelling of non-parametric invariances that exist
in data. Most prior art has focused on enforcing priors in the form of
invariances to parametric nuisance transformations that are expected to be
present in data. Learning non-parametric invariances directly from data remains
an important open problem. In this paper, we introduce a new architectural
layer for convolutional networks which is capable of learning general
invariances from data itself. This layer can learn invariance to non-parametric
transformations and interestingly, motivates and incorporates permanent random
connectomes, thereby being called Permanent Random Connectome Non-Parametric
Transformation Networks (PRC-NPTN). PRC-NPTN networks are initialized with
random connections (not just weights) which are a small subset of the
connections in a fully connected convolution layer. Importantly, these
connections in PRC-NPTNs once initialized remain permanent throughout training
and testing. Permanent random connectomes make these architectures loosely more
biologically plausible than many other mainstream network architectures which
require highly ordered structures. We motivate randomly initialized connections
as a simple method to learn invariance from data itself while invoking
invariance towards multiple nuisance transformations simultaneously. We find
that these randomly initialized permanent connections have positive effects on
generalization, outperform much larger ConvNet baselines and the recently
proposed Non-Parametric Transformation Network (NPTN) on benchmarks that
enforce learning invariances from the data itself.","['cs.LG', 'cs.CV', 'cs.NE', 'stat.ML']",233,141
ADSaS: Comprehensive Real-time Anomaly Detection System,"Since with massive data growth, the need for autonomous and generic anomaly
detection system is increased. However, developing one stand-alone generic
anomaly detection system that is accurate and fast is still a challenge. In
this paper, we propose conventional time-series analysis approaches, the
Seasonal Autoregressive Integrated Moving Average (SARIMA) model and Seasonal
Trend decomposition using Loess (STL), to detect complex and various anomalies.
Usually, SARIMA and STL are used only for stationary and periodic time-series,
but by combining, we show they can detect anomalies with high accuracy for data
that is even noisy and non-periodic. We compared the algorithm to Long Short
Term Memory (LSTM), a deep-learning-based algorithm used for anomaly detection
system. We used a total of seven real-world datasets and four artificial
datasets with different time-series properties to verify the performance of the
proposed algorithm.","['cs.LG', 'stat.ML']",145,95
Randomized Transferable Machine,"Feature-based transfer is one of the most effective methodologies for
transfer learning. Existing studies usually assume that the learned new feature
representation is truly \emph{domain-invariant}, and thus directly train a
transfer model $\mathcal{M}$ on source domain. In this paper, we consider a
more realistic scenario where the new feature representation is suboptimal and
small divergence still exists across domains. We propose a new learning
strategy with a transfer model called Randomized Transferable Machine (RTM).
More specifically, we work on source data with the new feature representation
learned from existing feature-based transfer methods. The key idea is to
enlarge source training data populations by randomly corrupting source data
using some noises, and then train a transfer model $\widetilde{\mathcal{M}}$
that performs well on all the corrupted source data populations. In principle,
the more corruptions are made, the higher the probability of the target data
can be covered by the constructed source populations, and thus better transfer
performance can be achieved by $\widetilde{\mathcal{M}}$. An ideal case is with
infinite corruptions, which however is infeasible in reality. We develop a
marginalized solution with linear regression model and dropout noise. With a
marginalization trick, we can train an RTM that is equivalently to training
using infinite source noisy populations without truly conducting any
corruption. More importantly, such an RTM has a closed-form solution, which
enables very fast and efficient training. Extensive experiments on various
real-world transfer tasks show that RTM is a promising transfer model.","['cs.LG', 'cs.AI']",251,143
Fast Learning and Prediction for Object Detection using Whitened CNN Features,"We combine features extracted from pre-trained convolutional neural networks
(CNNs) with the fast, linear Exemplar-LDA classifier to get the advantages of
both: the high detection performance of CNNs, automatic feature engineering,
fast model learning from few training samples and efficient sliding-window
detection. The Adaptive Real-Time Object Detection System (ARTOS) has been
refactored broadly to be used in combination with Caffe for the experimental
studies reported in this work.",['cs.CV'],72,61
Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction,"To overcome the limitations of Neural Programmer-Interpreters (NPI) in its
universality and learnability, we propose the incorporation of combinator
abstraction into neural programing and a new NPI architecture to support this
abstraction, which we call Combinatory Neural Programmer-Interpreter (CNPI).
Combinator abstraction dramatically reduces the number and complexity of
programs that need to be interpreted by the core controller of CNPI, while
still allowing the CNPI to represent and interpret arbitrary complex programs
by the collaboration of the core with the other components. We propose a small
set of four combinators to capture the most pervasive programming patterns. Due
to the finiteness and simplicity of this combinator set and the offloading of
some burden of interpretation from the core, we are able construct a CNPI that
is universal with respect to the set of all combinatorizable programs, which is
adequate for solving most algorithmic tasks. Moreover, besides supervised
training on execution traces, CNPI can be trained by policy gradient
reinforcement learning with appropriately designed curricula.",['cs.LG'],166,104
Investigating Code-Mixed Modern Standard Arabic-Egyptian to English Machine Translation,"Recent progress in neural machine translation (NMT) has made it possible to
translate successfully between monolingual language pairs where large parallel
data exist, with pre-trained models improving performance even further.
Although there exists work on translating in code-mixed settings (where one of
the pairs includes text from two or more languages), it is still unclear what
recent success in NMT and language modeling exactly means for translating
code-mixed text. We investigate one such context, namely MT from code-mixed
Modern Standard Arabic and Egyptian Arabic (MSAEA) into English. We develop
models under different conditions, employing both (i) standard end-to-end
sequence-to-sequence (S2S) Transformers trained from scratch and (ii)
pre-trained S2S language models (LMs). We are able to acquire reasonable
performance using only MSA-EN parallel data with S2S models trained from
scratch. We also find LMs fine-tuned on data from various Arabic dialects to
help the MSAEA-EN task. Our work is in the context of the Shared Task on
Machine Translation in Code-Switching. Our best model achieves $\bf25.72$ BLEU,
placing us first on the official shared task evaluation for MSAEA-EN.","['cs.LG', 'cs.CL']",192,124
Predicting Rigid Body Dynamics using Dual Quaternion Recurrent Neural Networks with Quaternion Attention,"We propose a novel neural network architecture based on dual quaternions
which allow for a compact representation of informations with a main focus on
describing rigid body movements. To cover the dynamic behavior inherent to
rigid body movements, we propose recurrent architectures in the neural network.
To further model the interactions between individual rigid bodies as well as
external inputs efficiently, we incorporate a novel attention mechanism
employing dual quaternion algebra. The introduced architecture is trainable by
means of gradient based algorithms. We apply our approach to a parcel
prediction problem where a rigid body with an initial position, orientation,
velocity and angular velocity moves through a fixed simulation environment
which exhibits rich interactions between the parcel and the boundaries.",['cs.LG'],120,83
Generative Flow via Invertible nxn Convolution,"Flow-based generative models have recently become one of the most efficient
approaches to model data generation. Indeed, they are constructed with a
sequence of invertible and tractable transformations. Glow first introduced a
simple type of generative flow using an invertible $1 \times 1$ convolution.
However, the $1 \times 1$ convolution suffers from limited flexibility compared
to the standard convolutions. In this paper, we propose a novel invertible $n
\times n$ convolution approach that overcomes the limitations of the invertible
$1 \times 1$ convolution. In addition, our proposed network is not only
tractable and invertible but also uses fewer parameters than standard
convolutions. The experiments on CIFAR-10, ImageNet and Celeb-HQ datasets, have
shown that our invertible $n \times n$ convolution helps to improve the
performance of generative models significantly.",['cs.CV'],131,85
A Survey of Model Compression and Acceleration for Deep Neural Networks,"Deep neural networks (DNNs) have recently achieved great success in many
visual recognition tasks. However, existing deep neural network models are
computationally expensive and memory intensive, hindering their deployment in
devices with low memory resources or in applications with strict latency
requirements. Therefore, a natural thought is to perform model compression and
acceleration in deep networks without significantly decreasing the model
performance. During the past five years, tremendous progress has been made in
this area. In this paper, we review the recent techniques for compacting and
accelerating DNN models. In general, these techniques are divided into four
categories: parameter pruning and quantization, low-rank factorization,
transferred/compact convolutional filters, and knowledge distillation. Methods
of parameter pruning and quantization are described first, after that the other
techniques are introduced. For each category, we also provide insightful
analysis about the performance, related applications, advantages, and
drawbacks. Then we go through some very recent successful methods, for example,
dynamic capacity networks and stochastic depths networks. After that, we survey
the evaluation matrices, the main datasets used for evaluating the model
performance, and recent benchmark efforts. Finally, we conclude this paper,
discuss remaining the challenges and possible directions for future work.","['cs.LG', 'cs.CV']",197,140
Compressive Transformers for Long-Range Sequence Modelling,"We present the Compressive Transformer, an attentive sequence model which
compresses past memories for long-range sequence learning. We find the
Compressive Transformer obtains state-of-the-art language modelling results in
the WikiText-103 and Enwik8 benchmarks, achieving 17.1 ppl and 0.97 bpc
respectively. We also find it can model high-frequency speech effectively and
can be used as a memory mechanism for RL, demonstrated on an object matching
task. To promote the domain of long-range sequence learning, we propose a new
open-vocabulary language modelling benchmark derived from books, PG-19.","['cs.LG', 'stat.ML']",96,72
Morphology on categorical distributions,"The categorical distribution is a natural representation of uncertainty in
multi-class segmentations. In the two-class case the categorical distribution
reduces to the Bernoulli distribution, for which grayscale morphology provides
a range of useful operations. In the general case, applying morphological
operations on uncertain multi-class segmentations is not straightforward as an
image of categorical distributions is not a complete lattice. Although
morphology on color images has received wide attention, this is not so for
color-coded or categorical images and even less so for images of categorical
distributions. In this work, we establish a set of requirements for morphology
on categorical distributions by combining classic morphology with a
probabilistic view. We then define operators respecting these requirements,
introduce protected operations on categorical distributions and illustrate the
utility of these operators on two example tasks: modeling annotator bias in
brain tumor segmentations and segmenting vesicle instances from the predictions
of a multi-class U-Net.",['cs.CV'],156,90
Image Retrieval for Structure-from-Motion via Graph Convolutional Network,"Conventional image retrieval techniques for Structure-from-Motion (SfM)
suffer from the limit of effectively recognizing repetitive patterns and cannot
guarantee to create just enough match pairs with high precision and high
recall. In this paper, we present a novel retrieval method based on Graph
Convolutional Network (GCN) to generate accurate pairwise matches without
costly redundancy. We formulate image retrieval task as a node binary
classification problem in graph data: a node is marked as positive if it shares
the scene overlaps with the query image. The key idea is that we find that the
local context in feature space around a query image contains rich information
about the matchable relation between this image and its neighbors. By
constructing a subgraph surrounding the query image as input data, we adopt a
learnable GCN to exploit whether nodes in the subgraph have overlapping regions
with the query photograph. Experiments demonstrate that our method performs
remarkably well on the challenging dataset of highly ambiguous and duplicated
scenes. Besides, compared with state-of-the-art matchable retrieval methods,
the proposed approach significantly reduces useless attempted matches without
sacrificing the accuracy and completeness of reconstruction.",['cs.CV'],191,131
Quantization and Deployment of Deep Neural Networks on Microcontrollers,"Embedding Artificial Intelligence onto low-power devices is a challenging
task that has been partly overcome with recent advances in machine learning and
hardware design. Presently, deep neural networks can be deployed on embedded
targets to perform different tasks such as speech recognition,object detection
or Human Activity Recognition. However, there is still room for optimization of
deep neural networks onto embedded devices. These optimizations mainly address
power consumption,memory and real-time constraints, but also an easier
deployment at the edge. Moreover, there is still a need for a better
understanding of what can be achieved for different use cases. This work
focuses on quantization and deployment of deep neural networks onto low-power
32-bit microcontrollers. The quantization methods, relevant in the context of
an embedded execution onto a microcontroller, are first outlined. Then, a new
framework for end-to-end deep neural networks training, quantization and
deployment is presented. This framework, called MicroAI, is designed as an
alternative to existing inference engines (TensorFlow Lite for Microcontrollers
and STM32Cube.AI). Our framework can indeed be easily adjusted and/or extended
for specific use cases. Execution using single precision 32-bit floating-point
as well as fixed-point on 8- and 16-bit integers are supported. The proposed
quantization method is evaluated with three different datasets (UCI-HAR, Spoken
MNIST and GTSRB). Finally, a comparison study between MicroAI and both existing
embedded inference engines is provided in terms of memory and power efficiency.
On-device evaluation is done using ARM Cortex-M4F-based microcontrollers (Ambiq
Apollo3 and STM32L452RE).","['cs.LG', 'eess.SP']",259,162
Adversarial Attacks and Detection on Reinforcement Learning-Based Interactive Recommender Systems,"Adversarial attacks pose significant challenges for detecting adversarial
attacks at an early stage. We propose attack-agnostic detection on
reinforcement learning-based interactive recommendation systems. We first craft
adversarial examples to show their diverse distributions and then augment
recommendation systems by detecting potential attacks with a deep
learning-based classifier based on the crafted data. Finally, we study the
attack strength and frequency of adversarial examples and evaluate our model on
standard datasets with multiple crafting methods. Our extensive experiments
show that most adversarial attacks are effective, and both attack strength and
attack frequency impact the attack performance. The strategically-timed attack
achieves comparative attack performance with only 1/3 to 1/2 attack frequency.
Besides, our black-box detector trained with one crafting method has the
generalization ability over several crafting methods.","['cs.LG', 'cs.CR', 'cs.IR']",133,89
Tracking Multiple Moving Objects Using Unscented Kalman Filtering Techniques,"It is an important task to reliably detect and track multiple moving objects
for video surveillance and monitoring. However, when occlusion occurs in
nonlinear motion scenarios, many existing methods often fail to continuously
track multiple moving objects of interest. In this paper we propose an
effective approach for detection and tracking of multiple moving objects with
occlusion. Moving targets are initially detected using a simple yet efficient
block matching technique, providing rough location information for multiple
object tracking. More accurate location information is then estimated for each
moving object by a nonlinear tracking algorithm. Considering the ambiguity
caused by the occlusion among multiple moving objects, we apply an unscented
Kalman filtering (UKF) technique for reliable object detection and tracking.
Different from conventional Kalman filtering (KF), which cannot achieve the
optimal estimation in nonlinear tracking scenarios, UKF can be used to track
both linear and nonlinear motions due to the unscented transform. Further, it
estimates the velocity information for each object to assist to the object
detection algorithm, effectively delineating multiple moving objects of
occlusion. The experimental results demonstrate that the proposed method can
correctly detect and track multiple moving objects with nonlinear motion
patterns and occlusions.",['cs.CV'],196,113
Deep Generative Video Compression,"The usage of deep generative models for image compression has led to
impressive performance gains over classical codecs while neural video
compression is still in its infancy. Here, we propose an end-to-end, deep
generative modeling approach to compress temporal sequences with a focus on
video. Our approach builds upon variational autoencoder (VAE) models for
sequential data and combines them with recent work on neural image compression.
The approach jointly learns to transform the original sequence into a
lower-dimensional representation as well as to discretize and entropy code this
representation according to predictions of the sequential VAE. Rate-distortion
evaluations on small videos from public data sets with varying complexity and
diversity show that our model yields competitive results when trained on
generic video content. Extreme compression performance is achieved when
training the model on specialized content.","['cs.CV', 'cs.LG', 'eess.IV', 'stat.ML']",139,97
Indoor dense depth map at drone hovering,"Autonomous Micro Aerial Vehicles (MAVs) gained tremendous attention in recent
years. Autonomous flight in indoor requires a dense depth map for navigable
space detection which is the fundamental component for autonomous navigation.
In this paper, we address the problem of reconstructing dense depth while a
drone is hovering (small camera motion) in indoor scenes using already
estimated cameras and sparse point cloud obtained from a vSLAM. We start by
segmenting the scene based on sudden depth variation using sparse 3D points and
introduce a patch-based local plane fitting via energy minimization which
combines photometric consistency and co-planarity with neighbouring patches.
The method also combines a plane sweep technique for image segments having
almost no sparse point for initialization. Experiments show, the proposed
method produces better depth for indoor in artificial lighting condition,
low-textured environment compared to earlier literature in small motion.",['cs.CV'],144,108
Automatic Colon Polyp Detection using Region based Deep CNN and Post Learning Approaches,"Automatic detection of colonic polyps is still an unsolved problem due to the
large variation of polyps in terms of shape, texture, size, and color, and the
existence of various polyp-like mimics during colonoscopy. In this study, we
apply a recent region based convolutional neural network (CNN) approach for the
automatic detection of polyps in images and videos obtained from colonoscopy
examinations. We use a deep-CNN model (Inception Resnet) as a transfer learning
scheme in the detection system. To overcome the polyp detection obstacles and
the small number of polyp images, we examine image augmentation strategies for
training deep networks. We further propose two efficient post-learning methods
such as, automatic false positive learning and off-line learning, both of which
can be incorporated with the region based detection system for reliable polyp
detection. Using the large size of colonoscopy databases, experimental results
demonstrate that the suggested detection systems show better performance
compared to other systems in the literature. Furthermore, we show improved
detection performance using the proposed post-learning schemes for colonoscopy
videos.","['cs.CV', 'cs.AI']",176,109
Discrete Wavelet Transform and Gradient Difference based approach for text localization in videos,"The text detection and localization is important for video analysis and
understanding. The scene text in video contains semantic information and thus
can contribute significantly to video retrieval and understanding. However,
most of the approaches detect scene text in still images or single video frame.
Videos differ from images in temporal redundancy. This paper proposes a novel
hybrid method to robustly localize the texts in natural scene images and videos
based on fusion of discrete wavelet transform and gradient difference. A set of
rules and geometric properties have been devised to localize the actual text
regions. Then, morphological operation is performed to generate the text
regions and finally the connected component analysis is employed to localize
the text in a video frame. The experimental results obtained on publicly
available standard ICDAR 2003 and Hua dataset illustrate that the proposed
method can accurately detect and localize texts of various sizes, fonts and
colors. The experimentation on huge collection of video databases reveal the
suitability of the proposed method to video databases.",['cs.CV'],170,101
ACM-Net: Action Context Modeling Network for Weakly-Supervised Temporal Action Localization,"Weakly-supervised temporal action localization aims to localize action
instances temporal boundary and identify the corresponding action category with
only video-level labels. Traditional methods mainly focus on foreground and
background frames separation with only a single attention branch and class
activation sequence. However, we argue that apart from the distinctive
foreground and background frames there are plenty of semantically ambiguous
action context frames. It does not make sense to group those context frames to
the same background class since they are semantically related to a specific
action category. Consequently, it is challenging to suppress action context
frames with only a single class activation sequence. To address this issue, in
this paper, we propose an action-context modeling network termed ACM-Net, which
integrates a three-branch attention module to measure the likelihood of each
temporal point being action instance, context, or non-action background,
simultaneously. Then based on the obtained three-branch attention values, we
construct three-branch class activation sequences to represent the action
instances, contexts, and non-action backgrounds, individually. To evaluate the
effectiveness of our ACM-Net, we conduct extensive experiments on two benchmark
datasets, THUMOS-14 and ActivityNet-1.3. The experiments show that our method
can outperform current state-of-the-art methods, and even achieve comparable
performance with fully-supervised methods. Code can be found at
https://github.com/ispc-lab/ACM-Net","['cs.CV', 'cs.MM']",230,139
eGAN: Unsupervised approach to class imbalance using transfer learning,"Class imbalance is an inherent problem in many machine learning
classification tasks. This often leads to trained models that are unusable for
any practical purpose. In this study we explore an unsupervised approach to
address these imbalances by leveraging transfer learning from pre-trained image
classification models to encoder-based Generative Adversarial Network (eGAN).
To the best of our knowledge, this is the first work to tackle this problem
using GAN without needing to augment with synthesized fake images.
  In the proposed approach we use the discriminator network to output a
negative or positive score. We classify as minority, test samples with negative
scores and as majority those with positive scores. Our approach eliminates
epistemic uncertainty in model predictions, as the P(minority) + P(majority)
need not sum up to 1. The impact of transfer learning and combinations of
different pre-trained image classification models at the generator and
discriminator is also explored. Best result of 0.69 F1-score was obtained on
CIFAR-10 classification task with imbalance ratio of 1:2500.
  Our approach also provides a mechanism of thresholding the specificity or
sensitivity of our machine learning system. Keywords: Class imbalance, Transfer
Learning, GAN, nash equilibrium","['cs.LG', 'cs.AI', 'cs.CV']",198,129
Point Cloud Completion by Skip-attention Network with Hierarchical Folding,"Point cloud completion aims to infer the complete geometries for missing
regions of 3D objects from incomplete ones. Previous methods usually predict
the complete point cloud based on the global shape representation extracted
from the incomplete input. However, the global representation often suffers
from the information loss of structure details on local regions of incomplete
point cloud. To address this problem, we propose Skip-Attention Network
(SA-Net) for 3D point cloud completion. Our main contributions lie in the
following two-folds. First, we propose a skip-attention mechanism to
effectively exploit the local structure details of incomplete point clouds
during the inference of missing parts. The skip-attention mechanism selectively
conveys geometric information from the local regions of incomplete point clouds
for the generation of complete ones at different resolutions, where the
skip-attention reveals the completion process in an interpretable way. Second,
in order to fully utilize the selected geometric information encoded by
skip-attention mechanism at different resolutions, we propose a novel
structure-preserving decoder with hierarchical folding for complete shape
generation. The hierarchical folding preserves the structure of complete point
cloud generated in upper layer by progressively detailing the local regions,
using the skip-attentioned geometry at the same resolution. We conduct
comprehensive experiments on ShapeNet and KITTI datasets, which demonstrate
that the proposed SA-Net outperforms the state-of-the-art point cloud
completion methods.",['cs.CV'],230,121
